	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175
vid-131	0.2824	NaN	0.2824	0.2824	0.2824	3.6124	0.2824	0.2824	2.6256	0.2824	2.1452	NaN	0.2824	0.2824	0.2824	2.6651	0.2824	0.2824	0.6244	16.2511	3.7226	16.2511	16.2511	3.7633	16.2511	16.2511	0.2824	0.2824	16.3603	16.3603	0.2824	16.3603	16.3603	0.2824	16.3603	0.2824	0.2824	10.1336	1.4979	2.6651	16.3603	2.2962	3.0474	0.4158	16.3603	8.1538	0.2824	16.3603	3.7535	3.8194	3.8194	0.2824	11.3920	16.3603	1.4118	16.3603	5.1664	16.3603	5.7557	16.3603	16.3603	0.2824	16.3603	0.2824	11.3254	7.3585	0.2824	16.3603	16.3603	16.3603	1.4118	16.3603	16.3603	16.3603	16.3603	16.3603	3925.3741	3914.8001	3862.0573	3923.8098	3912.1589	963.6279	960.9120	960.4764	963.7136	NaN	3926.6702	5.0874	2.1452	9.4851	0.2824	5.9701	8.6649	7.2060	5.5500	NaN	0.2824	0.2824	0.2824	0.0000	NaN	0.2824	7.3585	34.7799	0.0000	10.1336	6.1049	8.6649	7.2060	7.5220	3.7933	38.1814	NaN	38.1814	7.0538	8.6649	NaN	0.4160	3.5428	5.5500	6.1049	2.1452	34.7799	1.9036	34.7799	7.2060	NaN	7.2060	7.2060	7.2060	0.0000	3.3740	0.6244	8.6649	NaN	8.6649	0.9928	NaN	8.6649	8.6649	7.2060	7.2060	7.2060	8.6649	4.1414	0.6244	8.6649	8.6649	5.1573	6.0035	326.1231	3.7783	5.0874	5.0874	10.1336	107.0641	332.2275	326.1231	330.0771	5.0874	5.0874	3.5435	0.6244	2.2962	12.2307	3.5186	NaN	2.9361	34.6646	5.3539	5.1573	1.6529	0.2824	16.6967	0.2824
vid-132	3.2588	NaN	3.2588	3.2588	3.2588	2.6048	3.2588	3.2588	1.4770	3.2588	1.3828	NaN	3.2588	3.2588	3.2588	1.3964	3.2588	3.2588	3.5946	13.6480	2.6514	13.6480	13.6480	0.5728	13.6480	13.6480	3.2588	3.2588	13.7554	13.7554	3.2588	13.7554	13.7554	3.2588	13.7554	3.2588	3.2588	11.0720	1.8774	1.3964	13.7554	2.3863	4.0694	3.2743	13.7554	4.8003	3.2588	13.7554	2.1850	3.9152	3.9152	3.2588	14.3455	13.7554	3.1867	13.7554	2.9264	13.7554	3.6452	13.7554	13.7554	3.2588	13.7554	3.2588	12.5102	5.8894	3.2588	13.7554	13.7554	13.7554	3.1867	13.7554	13.7554	13.7554	13.7554	13.7554	3923.6004	3913.0637	3860.4179	3922.0353	3910.4213	961.3426	958.6337	958.1974	961.4283	NaN	3924.8953	3.7614	1.3828	7.0996	3.2588	3.9388	6.8219	5.6253	2.8284	NaN	3.2588	3.2588	3.2588	3.3740	NaN	3.2588	5.8894	33.0647	3.3740	11.0720	4.7397	6.8219	5.6253	5.7395	2.5422	36.3446	NaN	36.3446	5.6457	6.8219	NaN	3.1081	4.0867	2.8284	4.7397	1.3828	33.0647	2.3898	33.0647	5.6253	NaN	5.6253	5.6253	5.6253	3.3740	0.0000	3.5946	6.8219	NaN	6.8219	2.8199	NaN	6.8219	6.8219	5.6253	5.6253	5.6253	6.8219	2.4565	3.5946	6.8219	6.8219	4.0060	2.6706	324.9426	2.5273	3.7614	3.7614	11.0720	105.6599	331.0023	324.9426	328.8639	3.7614	3.7614	2.7540	3.5946	2.3863	11.6533	2.8735	NaN	0.7045	32.9435	3.3944	4.0060	4.8433	3.2588	15.9324	3.2588
vid-133	0.4560	NaN	0.4560	0.4560	0.4560	4.1621	0.4560	0.4560	3.0681	0.4560	2.2578	NaN	0.4560	0.4560	0.4560	3.0959	0.4560	0.4560	0.0000	16.7433	4.2715	16.7433	16.7433	4.0441	16.7433	16.7433	0.4560	0.4560	16.8524	16.8524	0.4560	16.8524	16.8524	0.4560	16.8524	0.4560	0.4560	10.7114	1.7885	3.0959	16.8524	2.8574	3.6704	1.0402	16.8524	8.3943	0.4560	16.8524	4.2569	4.4378	4.4378	0.4560	11.5898	16.8524	2.0351	16.8524	5.6457	16.8524	6.2613	16.8524	16.8524	0.4560	16.8524	0.4560	11.8777	7.9386	0.4560	16.8524	16.8524	16.8524	2.0351	16.8524	16.8524	16.8524	16.8524	16.8524	3925.9745	3915.4027	3862.6650	3924.4101	3912.7614	964.1847	961.4696	961.0340	964.2704	NaN	3927.2705	5.6530	2.2578	9.2748	0.4560	6.4876	9.2244	7.7771	5.9698	NaN	0.4560	0.4560	0.4560	0.6244	NaN	0.4560	7.9386	35.3769	0.6244	10.7114	6.6815	9.2244	7.7771	8.0794	4.3294	38.7711	NaN	38.7711	7.6358	9.2244	NaN	1.0134	4.1670	5.9698	6.6815	2.2578	35.3769	2.4618	35.3769	7.7771	NaN	7.7771	7.7771	7.7771	0.6244	3.5946	0.0000	9.2244	NaN	9.2244	1.5796	NaN	9.2244	9.2244	7.7771	7.7771	7.7771	9.2244	3.9652	0.0000	9.2244	9.2244	5.7363	6.1411	325.6217	4.3138	5.6530	5.6530	10.7114	106.5952	331.7314	325.6217	329.5796	5.6530	5.6530	4.1081	0.0000	2.8574	12.8547	4.0931	NaN	3.2572	35.2613	5.8685	5.7363	1.9330	0.4560	17.3203	0.4560
vid-134	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-136	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-137	1.1312	NaN	1.1312	1.1312	1.1312	2.6251	1.1312	1.1312	1.7659	1.1312	1.8990	NaN	1.1312	1.1312	1.1312	1.8210	1.1312	1.1312	1.5796	15.2861	2.7353	15.2861	15.2861	3.0973	15.2861	15.2861	1.1312	1.1312	15.3954	15.3954	1.1312	15.3954	15.3954	1.1312	15.3954	1.1312	1.1312	9.5037	1.0951	1.8210	15.3954	1.3071	2.2400	0.6355	15.3954	7.4701	1.1312	15.3954	2.7980	2.8837	2.8837	1.1312	11.5801	15.3954	0.6086	15.3954	4.2244	15.3954	4.7901	15.3954	15.3954	1.1312	15.3954	1.1312	10.7718	6.3671	1.1312	15.3954	15.3954	15.3954	0.6086	15.3954	15.3954	15.3954	15.3954	15.3954	3924.3949	3913.8232	3861.0868	3922.8306	3911.1819	962.6354	959.9194	959.4839	962.7211	NaN	3925.6910	4.0948	1.8990	9.4677	1.1312	4.9961	7.6727	6.2132	4.6660	NaN	1.1312	1.1312	1.1312	0.9928	NaN	1.1312	6.3671	33.7977	0.9928	9.5037	5.1127	7.6727	6.2132	6.5302	2.8126	37.1944	NaN	37.1944	6.0629	7.6727	NaN	0.5770	2.6633	4.6660	5.1127	1.8990	33.7977	0.9190	33.7977	6.2132	NaN	6.2132	6.2132	6.2132	0.9928	2.8199	1.5796	7.6727	NaN	7.6727	0.0000	NaN	7.6727	7.6727	6.2132	6.2132	6.2132	7.6727	4.1758	1.5796	7.6727	7.6727	4.1654	5.4898	326.5901	2.7981	4.0948	4.0948	9.5037	107.4611	332.6821	326.5901	330.5351	4.0948	4.0948	2.5514	1.5796	1.3071	11.3271	2.5259	NaN	2.2484	33.6821	4.3829	4.1654	2.0451	1.1312	15.7837	1.1312
vid-138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-139	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-140	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-141	7.3213	NaN	7.3213	7.3213	7.3213	3.6299	7.3213	7.3213	4.9428	7.3213	6.5150	NaN	7.3213	7.3213	7.3213	4.9570	7.3213	7.3213	7.7771	9.4119	3.5231	9.4119	9.4119	5.1156	9.4119	9.4119	7.3213	7.3213	9.5201	9.5201	7.3213	9.5201	9.5201	7.3213	9.5201	7.3213	7.3213	7.5159	6.2935	4.9570	9.5201	4.9197	4.7789	6.8261	9.5201	5.8836	7.3213	9.5201	3.6832	3.6968	3.6968	7.3213	14.2876	9.5201	5.9082	9.5201	2.7368	9.5201	2.0466	9.5201	9.5201	7.3213	9.5201	7.3213	9.1003	0.3216	7.3213	9.5201	9.5201	9.5201	5.9082	9.5201	9.5201	9.5201	9.5201	9.5201	3918.2550	3907.6960	3854.9973	3916.6904	3905.0543	956.4267	953.7100	953.2746	956.5124	NaN	3919.5506	2.1261	6.5150	11.5688	7.3213	1.7492	1.4971	0.0000	3.2239	NaN	7.3213	7.3213	7.3213	7.2060	NaN	7.3213	0.3216	27.6548	7.2060	7.5159	1.1093	1.4971	0.0000	0.4980	3.4964	31.0163	NaN	31.0163	0.3680	1.4971	NaN	6.7903	4.1814	3.2239	1.1093	6.5150	27.6548	5.3153	27.6548	0.0000	NaN	0.0000	0.0000	0.0000	7.2060	5.6253	7.7771	1.4971	NaN	1.4971	6.2132	NaN	1.4971	1.4971	0.0000	0.0000	0.0000	1.4971	8.0404	7.7771	1.4971	1.4971	2.0554	6.2238	329.6343	3.5133	2.1261	2.1261	7.5159	110.1863	335.6491	329.6343	333.5230	2.1261	2.1261	3.6693	7.7771	4.9197	6.2537	3.6874	NaN	5.2732	27.5370	2.2322	2.0554	7.6008	7.3213	10.3597	7.3213
vid-142	7.3213	NaN	7.3213	7.3213	7.3213	3.6299	7.3213	7.3213	4.9428	7.3213	6.5150	NaN	7.3213	7.3213	7.3213	4.9570	7.3213	7.3213	7.7771	9.4119	3.5231	9.4119	9.4119	5.1156	9.4119	9.4119	7.3213	7.3213	9.5201	9.5201	7.3213	9.5201	9.5201	7.3213	9.5201	7.3213	7.3213	7.5159	6.2935	4.9570	9.5201	4.9197	4.7789	6.8261	9.5201	5.8836	7.3213	9.5201	3.6832	3.6968	3.6968	7.3213	14.2876	9.5201	5.9082	9.5201	2.7368	9.5201	2.0466	9.5201	9.5201	7.3213	9.5201	7.3213	9.1003	0.3216	7.3213	9.5201	9.5201	9.5201	5.9082	9.5201	9.5201	9.5201	9.5201	9.5201	3918.2550	3907.6960	3854.9973	3916.6904	3905.0543	956.4267	953.7100	953.2746	956.5124	NaN	3919.5506	2.1261	6.5150	11.5688	7.3213	1.7492	1.4971	0.0000	3.2239	NaN	7.3213	7.3213	7.3213	7.2060	NaN	7.3213	0.3216	27.6548	7.2060	7.5159	1.1093	1.4971	0.0000	0.4980	3.4964	31.0163	NaN	31.0163	0.3680	1.4971	NaN	6.7903	4.1814	3.2239	1.1093	6.5150	27.6548	5.3153	27.6548	0.0000	NaN	0.0000	0.0000	0.0000	7.2060	5.6253	7.7771	1.4971	NaN	1.4971	6.2132	NaN	1.4971	1.4971	0.0000	0.0000	0.0000	1.4971	8.0404	7.7771	1.4971	1.4971	2.0554	6.2238	329.6343	3.5133	2.1261	2.1261	7.5159	110.1863	335.6491	329.6343	333.5230	2.1261	2.1261	3.6693	7.7771	4.9197	6.2537	3.6874	NaN	5.2732	27.5370	2.2322	2.0554	7.6008	7.3213	10.3597	7.3213
vid-143	7.3213	NaN	7.3213	7.3213	7.3213	3.6299	7.3213	7.3213	4.9428	7.3213	6.5150	NaN	7.3213	7.3213	7.3213	4.9570	7.3213	7.3213	7.7771	9.4119	3.5231	9.4119	9.4119	5.1156	9.4119	9.4119	7.3213	7.3213	9.5201	9.5201	7.3213	9.5201	9.5201	7.3213	9.5201	7.3213	7.3213	7.5159	6.2935	4.9570	9.5201	4.9197	4.7789	6.8261	9.5201	5.8836	7.3213	9.5201	3.6832	3.6968	3.6968	7.3213	14.2876	9.5201	5.9082	9.5201	2.7368	9.5201	2.0466	9.5201	9.5201	7.3213	9.5201	7.3213	9.1003	0.3216	7.3213	9.5201	9.5201	9.5201	5.9082	9.5201	9.5201	9.5201	9.5201	9.5201	3918.2550	3907.6960	3854.9973	3916.6904	3905.0543	956.4267	953.7100	953.2746	956.5124	NaN	3919.5506	2.1261	6.5150	11.5688	7.3213	1.7492	1.4971	0.0000	3.2239	NaN	7.3213	7.3213	7.3213	7.2060	NaN	7.3213	0.3216	27.6548	7.2060	7.5159	1.1093	1.4971	0.0000	0.4980	3.4964	31.0163	NaN	31.0163	0.3680	1.4971	NaN	6.7903	4.1814	3.2239	1.1093	6.5150	27.6548	5.3153	27.6548	0.0000	NaN	0.0000	0.0000	0.0000	7.2060	5.6253	7.7771	1.4971	NaN	1.4971	6.2132	NaN	1.4971	1.4971	0.0000	0.0000	0.0000	1.4971	8.0404	7.7771	1.4971	1.4971	2.0554	6.2238	329.6343	3.5133	2.1261	2.1261	7.5159	110.1863	335.6491	329.6343	333.5230	2.1261	2.1261	3.6693	7.7771	4.9197	6.2537	3.6874	NaN	5.2732	27.5370	2.2322	2.0554	7.6008	7.3213	10.3597	7.3213
vid-144	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-145	3.8926	NaN	3.8926	3.8926	3.8926	5.0001	3.8926	3.8926	3.6781	3.8926	2.3191	NaN	3.8926	3.8926	3.8926	3.6135	3.8926	3.8926	3.9652	15.4760	5.0603	15.4760	15.4760	2.9271	15.4760	15.4760	3.8926	3.8926	15.5806	15.5806	3.8926	15.5806	15.5806	3.8926	15.5806	3.8926	3.8926	13.3286	3.1048	3.6135	15.5806	4.4230	6.0863	4.2951	15.5806	5.7308	3.8926	15.5806	4.6274	6.1894	6.1894	3.8926	15.5274	15.5806	4.7420	15.5806	5.3094	15.5806	6.0198	15.5806	15.5806	3.8926	15.5806	3.8926	14.7085	8.3152	3.8926	15.5806	15.5806	15.5806	4.7420	15.5806	15.5806	15.5806	15.5806	15.5806	3925.7112	3915.1907	3862.5845	3924.1459	3912.5478	963.1799	960.4757	960.0388	963.2656	NaN	3927.0056	6.2179	2.3191	5.3445	3.8926	6.3185	9.1581	8.0404	5.0302	NaN	3.8926	3.8926	3.8926	4.1414	NaN	3.8926	8.3152	35.2686	4.1414	13.3286	7.1896	9.1581	8.0404	8.1159	4.9688	38.4946	NaN	38.4946	8.0817	9.1581	NaN	4.1178	6.2563	5.0302	7.1896	2.3191	35.2686	4.2475	35.2686	8.0404	NaN	8.0404	8.0404	8.0404	4.1414	2.4565	3.9652	9.1581	NaN	9.1581	4.1758	NaN	9.1581	9.1581	8.0404	8.0404	8.0404	9.1581	0.0000	3.9652	9.1581	9.1581	6.4609	3.2118	322.6523	4.9530	6.2179	6.2179	13.3286	103.4331	328.7250	322.6523	326.5831	6.2179	6.2179	5.1227	3.9652	4.4230	14.1097	5.2245	NaN	3.0019	35.1454	5.8107	6.4609	5.7924	3.8926	18.3760	3.8926
