	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175
vid-99	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-100	0.2824	NaN	0.2824	0.2824	0.2824	3.6124	0.2824	0.2824	2.6256	0.2824	2.1452	NaN	0.2824	0.2824	0.2824	2.6651	0.2824	0.2824	0.6244	16.2511	3.7226	16.2511	16.2511	3.7633	16.2511	16.2511	0.2824	0.2824	16.3603	16.3603	0.2824	16.3603	16.3603	0.2824	16.3603	0.2824	0.2824	10.1336	1.4979	2.6651	16.3603	2.2962	3.0474	0.4158	16.3603	8.1538	0.2824	16.3603	3.7535	3.8194	3.8194	0.2824	11.3920	16.3603	1.4118	16.3603	5.1664	16.3603	5.7557	16.3603	16.3603	0.2824	16.3603	0.2824	11.3254	7.3585	0.2824	16.3603	16.3603	16.3603	1.4118	16.3603	16.3603	16.3603	16.3603	16.3603	3925.3741	3914.8001	3862.0573	3923.8098	3912.1589	963.6279	960.9120	960.4764	963.7136	NaN	3926.6702	5.0874	2.1452	9.4851	0.2824	5.9701	8.6649	7.2060	5.5500	NaN	0.2824	0.2824	0.2824	0.0000	NaN	0.2824	7.3585	34.7799	0.0000	10.1336	6.1049	8.6649	7.2060	7.5220	3.7933	38.1814	NaN	38.1814	7.0538	8.6649	NaN	0.4160	3.5428	5.5500	6.1049	2.1452	34.7799	1.9036	34.7799	7.2060	NaN	7.2060	7.2060	7.2060	0.0000	3.3740	0.6244	8.6649	NaN	8.6649	0.9928	NaN	8.6649	8.6649	7.2060	7.2060	7.2060	8.6649	4.1414	0.6244	8.6649	8.6649	5.1573	6.0035	326.1231	3.7783	5.0874	5.0874	10.1336	107.0641	332.2275	326.1231	330.0771	5.0874	5.0874	3.5435	0.6244	2.2962	12.2307	3.5186	NaN	2.9361	34.6646	5.3539	5.1573	1.6529	0.2824	16.6967	0.2824
vid-101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-102	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-103	7.4836	NaN	7.4836	7.4836	7.4836	3.8142	7.4836	7.4836	5.1555	7.4836	6.7433	NaN	7.4836	7.4836	7.4836	5.1735	7.4836	7.4836	7.9386	9.4014	3.7097	9.4014	9.4014	5.3883	9.4014	9.4014	7.4836	7.4836	9.5090	9.5090	7.4836	9.5090	9.5090	7.4836	9.5090	7.4836	7.4836	7.2398	6.4935	5.1735	9.5090	5.0846	4.8403	6.9721	9.5090	6.1968	7.4836	9.5090	3.9043	3.7681	3.7681	7.4836	14.1548	9.5090	6.0376	9.5090	3.0224	9.5090	2.3440	9.5090	9.5090	7.4836	9.5090	7.4836	8.8233	0.0000	7.4836	9.5090	9.5090	9.5090	6.0376	9.5090	9.5090	9.5090	9.5090	9.5090	3918.0655	3907.5032	3854.7960	3916.5009	3904.8616	956.2903	953.5728	953.1375	956.3760	NaN	3919.3612	2.3094	6.7433	11.8875	7.4836	2.0493	1.4590	0.3216	3.5348	NaN	7.4836	7.4836	7.4836	7.3585	NaN	7.4836	0.0000	27.4631	7.3585	7.2398	1.2598	1.4590	0.3216	0.6975	3.6956	30.8377	NaN	30.8377	0.3103	1.4590	NaN	6.9437	4.2373	3.5348	1.2598	6.7433	27.4631	5.4796	27.4631	0.3216	NaN	0.3216	0.3216	0.3216	7.3585	5.8894	7.9386	1.4590	NaN	1.4590	6.3671	NaN	1.4590	1.4590	0.3216	0.3216	0.3216	1.4590	8.3152	7.9386	1.4590	1.4590	2.2023	6.5404	329.9556	3.7128	2.3094	2.3094	7.2398	110.5079	335.9706	329.9556	333.8444	2.3094	2.3094	3.8385	7.9386	5.0846	5.9412	3.8457	NaN	5.5158	27.3461	2.5047	2.2023	7.6890	7.4836	10.0716	7.4836
vid-104	34.9250	NaN	34.9250	34.9250	34.9250	31.2771	34.9250	34.9250	32.5912	34.9250	34.1258	NaN	34.9250	34.9250	34.9250	32.6010	34.9250	34.9250	35.3769	20.5359	31.1721	20.5359	20.5359	32.5031	20.5359	20.5359	34.9250	34.9250	20.4529	20.4529	34.9250	20.4529	20.4529	34.9250	20.4529	34.9250	34.9250	27.8098	33.9481	32.6010	20.4529	32.5378	31.9628	34.3796	20.4529	30.4675	34.9250	20.4529	31.3265	31.0085	31.0085	34.9250	36.6352	20.4529	33.4070	20.4529	30.1703	20.4529	29.4589	20.4529	20.4529	34.9250	20.4529	34.9250	28.0691	27.4631	34.9250	20.4529	20.4529	20.4529	33.4070	20.4529	20.4529	20.4529	20.4529	20.4529	3890.6025	3880.0413	3827.3581	3889.0380	3877.3996	929.3670	926.6340	926.2004	929.4526	NaN	3891.8983	29.7715	34.1258	36.7262	34.9250	29.1792	26.2928	27.6548	30.2717	NaN	34.9250	34.9250	34.9250	34.7799	NaN	34.9250	27.4631	0.0000	34.7799	27.8098	28.7225	26.2928	27.6548	27.4227	31.1510	3.6674	NaN	3.6674	27.7592	26.2928	NaN	34.3697	31.3776	30.2717	28.7225	34.1258	0.0000	32.9309	0.0000	27.6548	NaN	27.6548	27.6548	27.6548	34.7799	33.0647	35.3769	26.2928	NaN	26.2928	33.7977	NaN	26.2928	26.2928	27.6548	27.6548	27.6548	26.2928	35.2686	35.3769	26.2928	26.2928	29.6567	32.4950	347.8275	31.1679	29.7715	29.7715	27.8098	128.7449	353.5400	347.8275	351.4968	29.7715	29.7715	31.2984	35.3769	32.5378	23.2013	31.2974	NaN	32.8463	0.1372	29.7747	29.6567	34.8150	34.9250	19.0352	34.9250
vid-105	0.2824	NaN	0.2824	0.2824	0.2824	3.6124	0.2824	0.2824	2.6256	0.2824	2.1452	NaN	0.2824	0.2824	0.2824	2.6651	0.2824	0.2824	0.6244	16.2511	3.7226	16.2511	16.2511	3.7633	16.2511	16.2511	0.2824	0.2824	16.3603	16.3603	0.2824	16.3603	16.3603	0.2824	16.3603	0.2824	0.2824	10.1336	1.4979	2.6651	16.3603	2.2962	3.0474	0.4158	16.3603	8.1538	0.2824	16.3603	3.7535	3.8194	3.8194	0.2824	11.3920	16.3603	1.4118	16.3603	5.1664	16.3603	5.7557	16.3603	16.3603	0.2824	16.3603	0.2824	11.3254	7.3585	0.2824	16.3603	16.3603	16.3603	1.4118	16.3603	16.3603	16.3603	16.3603	16.3603	3925.3741	3914.8001	3862.0573	3923.8098	3912.1589	963.6279	960.9120	960.4764	963.7136	NaN	3926.6702	5.0874	2.1452	9.4851	0.2824	5.9701	8.6649	7.2060	5.5500	NaN	0.2824	0.2824	0.2824	0.0000	NaN	0.2824	7.3585	34.7799	0.0000	10.1336	6.1049	8.6649	7.2060	7.5220	3.7933	38.1814	NaN	38.1814	7.0538	8.6649	NaN	0.4160	3.5428	5.5500	6.1049	2.1452	34.7799	1.9036	34.7799	7.2060	NaN	7.2060	7.2060	7.2060	0.0000	3.3740	0.6244	8.6649	NaN	8.6649	0.9928	NaN	8.6649	8.6649	7.2060	7.2060	7.2060	8.6649	4.1414	0.6244	8.6649	8.6649	5.1573	6.0035	326.1231	3.7783	5.0874	5.0874	10.1336	107.0641	332.2275	326.1231	330.0771	5.0874	5.0874	3.5435	0.6244	2.2962	12.2307	3.5186	NaN	2.9361	34.6646	5.3539	5.1573	1.6529	0.2824	16.6967	0.2824
vid-106	10.4008	NaN	10.4008	10.4008	10.4008	8.4988	10.4008	10.4008	9.6715	10.4008	11.0748	NaN	10.4008	10.4008	10.4008	9.7423	10.4008	10.4008	10.7114	14.4955	8.4734	14.4955	14.4955	10.8340	14.4955	14.4955	10.4008	10.4008	14.5842	14.5842	10.4008	14.5842	14.5842	10.4008	14.5842	10.4008	10.4008	0.0000	10.3814	9.7423	14.5842	8.9123	7.3123	9.7567	14.5842	13.2594	10.4008	14.5842	9.0009	7.1629	7.1629	10.4008	9.1794	14.5842	8.8978	14.5842	9.2255	14.5842	8.8691	14.5842	14.5842	10.4008	14.5842	10.4008	1.5846	7.2398	10.4008	14.5842	14.5842	14.5842	8.8978	14.5842	14.5842	14.5842	14.5842	14.5842	3917.4907	3906.8349	3853.8886	3915.9281	3904.1961	957.1266	954.3888	953.9557	957.2123	NaN	3918.7894	7.8477	11.0748	18.0880	10.4008	8.6788	8.0875	7.5159	10.0350	NaN	10.4008	10.4008	10.4008	10.1336	NaN	10.4008	7.2398	27.8098	10.1336	0.0000	7.4154	8.0875	7.5159	7.9298	8.6156	31.4331	NaN	31.4331	7.1779	8.0875	NaN	9.8695	7.0741	10.0350	7.4154	11.0748	27.8098	9.1309	27.8098	7.5159	NaN	7.5159	7.5159	7.5159	10.1336	11.0720	10.7114	8.0875	NaN	8.0875	9.5037	NaN	8.0875	8.0875	7.5159	7.5159	7.5159	8.0875	13.3286	10.7114	8.0875	8.0875	7.5479	12.8965	335.9808	8.6273	7.8477	7.8477	0.0000	116.7305	342.0516	335.9808	339.9105	7.8477	7.8477	8.3297	10.7114	8.9123	5.2405	8.2031	NaN	10.4065	27.7154	8.7152	7.5479	9.1524	10.4008	8.7875	10.4008
vid-107	6.2262	NaN	6.2262	6.2262	6.2262	2.5560	6.2262	6.2262	3.9124	6.2262	5.5150	NaN	6.2262	6.2262	6.2262	3.9342	6.2262	6.2262	6.6815	10.4728	2.4523	10.4728	10.4728	4.2719	10.4728	10.4728	6.2262	6.2262	10.5814	10.5814	6.2262	10.5814	10.5814	6.2262	10.5814	6.2262	6.2262	7.4154	5.2395	3.9342	10.5814	3.8260	3.6994	5.7219	10.5814	5.8474	6.2262	10.5814	2.6758	2.6134	2.6134	6.2262	13.5373	10.5814	4.7995	10.5814	2.0229	10.5814	1.4898	10.5814	10.5814	6.2262	10.5814	6.2262	8.9893	1.2598	6.2262	10.5814	10.5814	10.5814	4.7995	10.5814	10.5814	10.5814	10.5814	10.5814	3919.3249	3908.7621	3856.0525	3917.7603	3906.1205	957.5328	954.8159	954.3805	957.6185	NaN	3920.6206	1.0547	5.5150	11.0794	6.2262	1.2682	2.6004	1.1093	2.7181	NaN	6.2262	6.2262	6.2262	6.1049	NaN	6.2262	1.2598	28.7225	6.1049	7.4154	0.0000	2.6004	1.1093	1.4999	2.4451	32.0973	NaN	32.0973	0.9650	2.6004	NaN	5.6895	3.1103	2.7181	0.0000	5.5150	28.7225	4.2212	28.7225	1.1093	NaN	1.1093	1.1093	1.1093	6.1049	4.7397	6.6815	2.6004	NaN	2.6004	5.1127	NaN	2.6004	2.6004	1.1093	1.1093	1.1093	2.6004	7.1896	6.6815	2.6004	2.6004	0.9484	5.7298	329.1969	2.4624	1.0547	1.0547	7.4154	109.7941	335.2263	329.1969	333.0962	1.0547	1.0547	2.5788	6.6815	3.8260	6.9370	2.5884	NaN	4.3149	28.6055	1.4685	0.9484	6.4988	6.2262	11.1939	6.2262
vid-108	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-109	7.3213	NaN	7.3213	7.3213	7.3213	3.6299	7.3213	7.3213	4.9428	7.3213	6.5150	NaN	7.3213	7.3213	7.3213	4.9570	7.3213	7.3213	7.7771	9.4119	3.5231	9.4119	9.4119	5.1156	9.4119	9.4119	7.3213	7.3213	9.5201	9.5201	7.3213	9.5201	9.5201	7.3213	9.5201	7.3213	7.3213	7.5159	6.2935	4.9570	9.5201	4.9197	4.7789	6.8261	9.5201	5.8836	7.3213	9.5201	3.6832	3.6968	3.6968	7.3213	14.2876	9.5201	5.9082	9.5201	2.7368	9.5201	2.0466	9.5201	9.5201	7.3213	9.5201	7.3213	9.1003	0.3216	7.3213	9.5201	9.5201	9.5201	5.9082	9.5201	9.5201	9.5201	9.5201	9.5201	3918.2550	3907.6960	3854.9973	3916.6904	3905.0543	956.4267	953.7100	953.2746	956.5124	NaN	3919.5506	2.1261	6.5150	11.5688	7.3213	1.7492	1.4971	0.0000	3.2239	NaN	7.3213	7.3213	7.3213	7.2060	NaN	7.3213	0.3216	27.6548	7.2060	7.5159	1.1093	1.4971	0.0000	0.4980	3.4964	31.0163	NaN	31.0163	0.3680	1.4971	NaN	6.7903	4.1814	3.2239	1.1093	6.5150	27.6548	5.3153	27.6548	0.0000	NaN	0.0000	0.0000	0.0000	7.2060	5.6253	7.7771	1.4971	NaN	1.4971	6.2132	NaN	1.4971	1.4971	0.0000	0.0000	0.0000	1.4971	8.0404	7.7771	1.4971	1.4971	2.0554	6.2238	329.6343	3.5133	2.1261	2.1261	7.5159	110.1863	335.6491	329.6343	333.5230	2.1261	2.1261	3.6693	7.7771	4.9197	6.2537	3.6874	NaN	5.2732	27.5370	2.2322	2.0554	7.6008	7.3213	10.3597	7.3213
vid-110	7.6236	NaN	7.6236	7.6236	7.6236	3.9176	7.6236	7.6236	5.1735	7.6236	6.7082	NaN	7.6236	7.6236	7.6236	5.1806	7.6236	7.6236	8.0794	8.9744	3.8084	8.9744	8.9744	5.2083	8.9744	8.9744	7.6236	7.6236	9.0829	9.0829	7.6236	9.0829	9.0829	7.6236	9.0829	7.6236	7.6236	7.9298	6.5403	5.1806	9.0829	5.2268	5.1990	7.1516	9.0829	5.5876	7.6236	9.0829	3.9080	4.1132	4.1132	7.6236	14.7856	9.0829	6.2570	9.0829	2.8152	9.0829	2.0985	9.0829	9.0829	7.6236	9.0829	7.6236	9.5123	0.6975	7.6236	9.0829	9.0829	9.0829	6.2570	9.0829	9.0829	9.0829	9.0829	9.0829	3918.0139	3907.4606	3854.7766	3916.4492	3904.8187	956.1069	953.3913	952.9558	956.1926	NaN	3919.3093	2.4386	6.7082	11.4327	7.6236	1.8018	1.1457	0.4980	3.1806	NaN	7.6236	7.6236	7.6236	7.5220	NaN	7.6236	0.6975	27.4227	7.5220	7.9298	1.4999	1.1457	0.4980	0.0000	3.7618	30.7620	NaN	30.7620	0.8613	1.1457	NaN	7.1061	4.6080	3.1806	1.4999	6.7082	27.4227	5.6213	27.4227	0.4980	NaN	0.4980	0.4980	0.4980	7.5220	5.7395	8.0794	1.1457	NaN	1.1457	6.5302	NaN	1.1457	1.1457	0.4980	0.4980	0.4980	1.1457	8.1159	8.0794	1.1457	1.1457	2.4160	6.1171	329.4446	3.7782	2.4386	2.4386	7.9298	109.9787	335.4530	329.4446	333.3285	2.4386	2.4386	3.9788	8.0794	5.2268	6.3726	4.0115	NaN	5.4414	27.3039	2.3641	2.4160	7.9905	7.6236	10.3624	7.6236
vid-111	3.8748	NaN	3.8748	3.8748	3.8748	0.2463	3.8748	3.8748	1.4719	3.8748	3.0910	NaN	3.8748	3.8748	3.8748	1.4998	3.8748	3.8748	4.3294	12.4804	0.1788	12.4804	12.4804	2.2263	12.4804	12.4804	3.8748	3.8748	12.5896	12.5896	3.8748	12.5896	12.5896	3.8748	12.5896	3.8748	3.8748	8.6156	2.7985	1.4998	12.5896	1.5108	2.3064	3.4462	12.5896	5.5624	3.8748	12.5896	0.3860	1.6207	1.6207	3.8748	12.9718	12.5896	2.6520	12.5896	1.5341	12.5896	1.9969	12.5896	12.5896	3.8748	12.5896	3.8748	10.0964	3.6956	3.8748	12.5896	12.5896	12.5896	2.6520	12.5896	12.5896	12.5896	12.5896	12.5896	3921.7513	3911.1922	3858.4903	3920.1867	3908.5505	959.8574	957.1426	956.7070	959.9431	NaN	3923.0470	1.3907	3.0910	9.4732	3.8748	2.1866	4.9073	3.4964	2.2158	NaN	3.8748	3.8748	3.8748	3.7933	NaN	3.8748	3.6956	31.1510	3.7933	8.6156	2.4451	4.9073	3.4964	3.7618	0.0000	34.5102	NaN	34.5102	3.4088	4.9073	NaN	3.3803	1.9972	2.2158	2.4451	3.0910	31.1510	1.8936	31.1510	3.4964	NaN	3.4964	3.4964	3.4964	3.7933	2.5422	4.3294	4.9073	NaN	4.9073	2.8126	NaN	4.9073	4.9073	3.4964	3.4964	3.4964	4.9073	4.9688	4.3294	4.9073	4.9073	1.5632	4.3996	327.4566	0.0173	1.3907	1.3907	8.6156	108.1466	333.5106	327.4566	331.3738	1.3907	1.3907	0.4480	4.3294	1.5108	9.1990	0.5899	NaN	1.9775	31.0333	1.5804	1.5632	4.5328	3.8748	13.5518	3.8748
vid-112	38.3173	NaN	38.3173	38.3173	38.3173	34.6456	38.3173	38.3173	35.9355	38.3173	37.4449	NaN	38.3173	38.3173	38.3173	35.9417	38.3173	38.3173	38.7711	23.4681	34.5392	23.4681	23.4681	35.7783	23.4681	23.4681	38.3173	38.3173	23.3784	23.3784	38.3173	23.3784	23.3784	38.3173	23.3784	38.3173	38.3173	31.4331	37.3009	35.9417	23.3784	35.9215	35.4099	37.7857	23.3784	33.5291	38.3173	23.3784	34.6700	34.4363	34.4363	38.3173	40.2902	23.3784	36.8220	23.3784	33.4746	23.3784	32.7694	23.3784	23.3784	38.3173	23.3784	38.3173	31.7172	30.8377	38.3173	23.3784	23.3784	23.3784	36.8220	23.3784	23.3784	23.3784	23.3784	23.3784	3887.2604	3876.7192	3824.0899	3885.6955	3874.0769	925.7934	923.0628	922.6289	925.8790	NaN	3888.5556	33.1402	37.4449	39.6813	38.3173	32.4955	29.6236	31.0163	33.5328	NaN	38.3173	38.3173	38.3173	38.1814	NaN	38.3173	30.8377	3.6674	38.1814	31.4331	32.0973	29.6236	31.0163	30.7620	34.5102	0.0000	NaN	0.0000	31.1380	29.6236	NaN	37.7689	34.8192	33.5328	32.0973	37.4449	3.6674	36.3161	3.6674	31.0163	NaN	31.0163	31.0163	31.0163	38.1814	36.3446	38.7711	29.6236	NaN	29.6236	37.1944	NaN	29.6236	29.6236	31.0163	31.0163	31.0163	29.6236	38.4946	38.7711	29.6236	29.6236	33.0381	35.6417	348.9681	34.5269	33.1402	33.1402	31.4331	130.1545	354.6294	348.9681	352.6004	33.1402	33.1402	34.6762	38.7711	35.9215	26.7591	34.6816	NaN	36.1577	3.7461	33.0989	33.0381	38.2751	38.3173	22.6495	38.3173
vid-113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
