	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175	vid-176	vid-177	vid-178	vid-179	vid-180	vid-181	vid-182	vid-183	vid-184	vid-185	vid-186	vid-187	vid-188	vid-189	vid-190	vid-191	vid-192	vid-193	vid-194	vid-195	vid-196	vid-197	vid-198	vid-199	vid-200	vid-201	vid-202	vid-203	vid-204	vid-205	vid-206	vid-207	vid-208	vid-209	vid-210	vid-211	vid-212	vid-213	vid-214	vid-215	vid-216	vid-217	vid-218	vid-219	vid-220	vid-221	vid-222	vid-223	vid-224	vid-225	vid-226	vid-227	vid-228	vid-229	vid-230	vid-231	vid-232	vid-233	vid-234	vid-235	vid-236	vid-237	vid-238	vid-239	vid-240	vid-241	vid-242	vid-243	vid-244	vid-245	vid-246	vid-247	vid-248	vid-249	vid-250	vid-251	vid-252	vid-253	vid-254
vid-225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-226	335.8262	334.7042	335.8262	337.6661	337.0558	NaN	337.6661	335.8262	335.2831	336.1797	NaN	337.6661	335.8262	333.2615	334.7786	335.8262	333.2644	335.9258	335.8257	337.2949	334.7983	333.0133	333.2615	337.6661	335.8262	341.9225	337.6661	337.6661	351.1340	336.4783	343.8597	337.0558	337.6661	337.6661	336.3703	334.9153	331.0795	335.8378	337.6661	337.0558	337.6661	137.5758	136.8761	137.5758	335.8262	335.6928	337.3945	337.0558	333.2615	333.5130	NaN	337.0558	NaN	337.2949	335.7985	331.2073	332.1215	NaN	334.7034	335.8370	337.6661	337.6661	334.7296	335.8262	336.0876	335.3018	336.3832	335.8262	337.6661	331.0161	335.5238	335.6987	334.5921	339.5475	2438.7343	2438.7343	333.2615	2441.1312	332.2895	337.0558	337.0558	NaN	8.9414	4.7416	4.7416	NaN	337.0558	337.7422	331.0795	334.3537	332.2895	335.8262	336.3678	338.8384	1147.9585	1145.8738	1146.0208	NaN	334.7014	337.6661	335.2858	337.3187	333.2644	333.2615	335.0600	335.0600	334.8915	337.0558	337.6661	355.2543	333.8304	337.0558	NaN	337.2292	337.0183	337.6661	334.8577	334.0628	337.6661	335.8262	337.6661	266.8721	266.8721	266.8721	333.2615	NaN	337.1994	333.6617	332.2895	336.0813	333.2615	335.4881	336.0288	337.6661	334.0403	334.7360	336.1743	335.8262	334.4186	NaN	334.9090	334.6968	337.3187	336.4148	336.4256	NaN	335.8262	337.6661	385.3713	387.0998	387.0998	214.9303	214.9303	214.9303	175.3883	214.9303	343.2404	336.4148	335.8262	333.3847	333.7699	NaN	337.1548	351.2825	NaN	335.8262	NaN	335.8262	332.2895	336.4148	327.0373	214.9303	335.3018	337.6661	337.6661	335.8262	349.9766	830.2658	830.2658	829.7551	339.5475	175.3883	203.5797	205.4428	203.5797	333.2615	1150.8479	1151.8177	1151.6375	1147.0008	1145.7172	1150.8479	1150.8479	1151.6375	1149.8204	1151.6375	1151.6375	335.5702	335.8262	337.6661	NaN	334.7861	339.5475	1763.7662	1765.7218	1763.7662	1921.5867	1921.5867	337.6661	NaN	335.8262	333.2615	335.3218	335.6928	335.5047	335.3218	334.7370	335.7172	336.4148	336.4148	337.6368	334.1425	335.8262	337.0558	NaN	0.0000	0.2624	337.6661	339.5475	1143.1044	1145.9458	1145.8738	335.8262	335.8262	337.0558	NaN	336.4851	335.5532	2.5660	4.7416	4.7416	337.6661	337.6661	337.6661	335.8262	335.2320	338.8490	335.8262	337.6661	337.6661	335.8262	NaN	313.2686	337.3356
vid-227	335.5644	334.4426	335.5644	337.4042	336.7939	NaN	337.4042	335.5644	335.0213	335.9179	NaN	337.4042	335.5644	332.9993	334.5167	335.5644	333.0021	335.6641	335.5639	337.0331	334.5365	332.7515	332.9993	337.4042	335.5644	341.6607	337.4042	337.4042	350.8726	336.2167	343.5972	336.7939	337.4042	337.4042	336.1085	334.6535	330.8179	335.5760	337.4042	336.7939	337.4042	137.3164	136.6170	137.3164	335.5644	335.4310	337.1326	336.7939	332.9993	333.2512	NaN	336.7939	NaN	337.0331	335.5367	330.9449	331.8595	NaN	334.4417	335.5752	337.4042	337.4042	334.4678	335.5644	335.8257	335.0400	336.1214	335.5644	337.4042	330.7544	335.2618	335.4369	334.3306	339.2861	2438.4779	2438.4779	332.9993	2440.8748	332.0274	336.7939	336.7939	NaN	8.7296	4.5351	4.5351	NaN	336.7939	337.4803	330.8179	334.0922	332.0274	335.5644	336.1063	338.5766	1147.7699	1145.6851	1145.8321	NaN	334.4397	337.4042	335.0240	337.0569	333.0021	332.9993	334.7984	334.7984	334.6299	336.7939	337.4042	354.9918	333.5682	336.7939	NaN	336.9674	336.7565	337.4042	334.5960	333.8011	337.4042	335.5644	337.4042	266.6593	266.6593	266.6593	332.9993	NaN	336.9375	333.3999	332.0274	335.8188	332.9993	335.2263	335.7669	337.4042	333.7785	334.4742	335.9125	335.5644	334.1571	NaN	334.6473	334.4350	337.0569	336.1530	336.1638	NaN	335.5644	337.4042	385.6158	387.3448	387.3448	215.1717	215.1717	215.1717	175.6392	215.1717	342.9846	336.1530	335.5644	333.1230	333.5081	NaN	336.8930	351.0203	NaN	335.5644	NaN	335.5644	332.0274	336.1530	326.7750	215.1717	335.0400	337.4042	337.4042	335.5644	349.7145	830.0909	830.0909	829.5801	339.2861	175.6392	203.8193	205.6781	203.8193	332.9993	1150.6623	1151.6319	1151.4518	1146.8129	1145.5286	1150.6623	1150.6623	1151.4518	1149.6321	1151.4518	1151.4518	335.3084	335.5644	337.4042	NaN	334.5242	339.2861	1763.5488	1765.5043	1763.5488	1921.3833	1921.3833	337.4042	NaN	335.5644	332.9993	335.0599	335.4310	335.2429	335.0599	334.4751	335.4555	336.1530	336.1530	337.3751	333.8807	335.5644	336.7939	NaN	0.2624	0.0000	337.4042	339.2861	1142.9140	1145.7569	1145.6851	335.5644	335.5644	336.7939	NaN	336.2233	335.2914	2.5325	4.5351	4.5351	337.4042	337.4042	337.4042	335.5644	334.9703	338.5873	335.5644	337.4042	337.4042	335.5644	NaN	313.0065	337.0738
vid-228	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-229	6.6904	5.0831	6.6904	6.8626	6.8641	NaN	6.8626	6.6904	6.1654	5.2064	NaN	6.8626	6.6904	17.8763	7.7926	6.6904	18.3286	6.5116	6.1015	6.0348	7.8050	9.0356	17.8763	6.8626	6.6904	6.5988	6.8626	6.8626	11.6342	4.2819	24.7249	6.8641	6.8626	6.8626	6.2706	6.5552	8.5792	6.1368	6.8626	6.8641	6.8626	202.4559	203.2789	202.4559	6.6904	6.2670	6.1028	6.8641	17.8763	8.6578	NaN	6.8641	NaN	6.0348	6.5079	27.6691	11.4485	NaN	5.6467	6.5599	6.8626	6.8626	7.6434	6.6904	6.9468	7.1436	6.5122	6.6904	6.8626	9.3470	9.6113	6.6867	5.1584	0.0000	2116.7118	2116.7118	17.8763	2119.1664	14.2848	6.8641	6.8641	NaN	331.8929	335.5447	335.5447	NaN	6.8641	6.8058	8.5792	5.3375	14.2848	6.6904	3.3784	5.7006	959.5714	957.5124	957.6320	NaN	6.7550	6.8626	5.9383	6.3949	18.3286	17.8763	5.1239	5.1239	5.4320	6.8641	6.8626	31.5888	15.5827	6.8641	NaN	6.4515	6.2497	6.8626	6.5014	6.8544	6.8626	6.6904	6.8626	175.7979	175.7979	175.7979	17.8763	NaN	6.3049	8.4041	14.2848	32.1848	17.8763	6.7736	6.8842	6.8626	7.6934	6.5598	5.8968	6.6904	5.3973	NaN	5.5735	7.8348	6.3949	6.3557	6.4467	NaN	6.6904	6.8626	717.5526	719.5803	719.5803	547.8715	547.8715	547.8715	512.3352	547.8715	105.6669	6.3557	6.6904	7.0852	8.3625	NaN	5.5211	17.6865	NaN	6.6904	NaN	6.6904	14.2848	6.3557	20.8274	547.8715	7.1436	6.8626	6.8626	6.6904	15.2712	682.6236	682.6236	682.0771	0.0000	512.3352	536.0053	536.1049	536.0053	17.8763	967.4661	968.0473	968.0436	959.8356	957.5330	967.4661	967.4661	968.0436	961.9088	968.0436	968.0436	6.7216	6.6904	6.8626	NaN	9.5995	0.0000	1514.7087	1516.4218	1514.7087	1693.9972	1693.9972	6.8626	NaN	6.6904	17.8763	8.3424	6.2670	6.8799	8.3424	7.8364	6.1426	6.3557	6.3557	4.3833	7.6297	6.6904	6.8641	NaN	339.5475	339.2861	6.8626	0.0000	951.9765	957.3035	957.5124	6.6904	6.6904	6.8641	NaN	5.8345	6.6274	338.8846	335.5447	335.5447	6.8626	6.8626	6.8626	6.6904	5.2798	4.8356	6.6904	6.8626	6.8626	6.6904	NaN	51.9138	5.1353
vid-230	948.7002	952.7586	948.7002	946.9451	947.4029	NaN	946.9451	948.7002	949.9238	949.9442	NaN	946.9451	948.7002	940.1656	948.6469	948.7002	939.7491	948.7858	949.3402	947.9987	948.6107	949.3865	940.1656	946.9451	948.7002	945.4101	946.9451	946.9451	947.8764	950.6821	928.5261	947.4029	946.9451	946.9451	948.5886	949.9270	954.5372	949.2873	946.9451	947.4029	946.9451	1064.1812	1065.4950	1064.1812	948.7002	949.3067	947.8546	947.4029	940.1656	949.1859	NaN	947.4029	NaN	947.9987	948.9249	932.9742	947.6387	NaN	951.5562	948.8278	946.9451	946.9451	948.8707	948.7002	948.1721	948.7759	948.3305	948.7002	946.9451	952.4216	946.0530	948.8392	952.9063	951.9765	1570.9765	1570.9765	940.1656	1572.7213	944.4454	947.4029	947.4029	NaN	1141.4568	1142.3423	1142.3423	NaN	947.4029	946.9438	954.5372	953.1930	944.4454	948.7002	952.3699	947.2481	11.9285	11.0507	11.0102	NaN	949.9646	946.9451	950.2028	947.6383	939.7491	940.1656	951.7744	951.7744	951.5631	947.4029	946.9451	920.3960	941.8243	947.4029	NaN	947.6556	948.0213	946.9451	950.0726	950.7787	946.9451	948.7002	946.9451	1124.1590	1124.1590	1124.1590	940.1656	NaN	947.8187	949.3015	944.4454	925.8372	940.1656	948.9753	948.2931	946.9451	949.6792	950.1668	949.1806	948.7002	952.7645	NaN	951.2970	948.6933	947.6383	948.4589	948.3567	NaN	948.7002	946.9451	1352.3617	1355.2960	1355.2960	1244.0126	1244.0126	1244.0126	1238.5851	1244.0126	865.4245	948.4589	948.7002	951.6284	949.2109	NaN	948.6134	934.8420	NaN	948.7002	NaN	948.7002	944.4454	948.4589	943.2206	1244.0126	948.7759	946.9451	946.9451	948.7002	937.2988	322.8087	322.8087	323.2414	951.9765	1238.5851	1234.8785	1229.0476	1234.8785	940.1656	30.8792	29.8970	30.4458	15.7942	11.6324	30.8792	30.8792	30.4458	14.5706	30.4458	30.4458	948.9413	948.7002	946.9451	NaN	946.7372	951.9765	662.3642	664.6818	662.3642	786.2250	786.2250	946.9451	NaN	948.7002	940.1656	947.4931	949.3067	948.8405	947.4931	948.6455	949.4184	948.4589	948.4589	949.3093	949.6212	948.7002	947.4029	NaN	1143.1044	1142.9140	946.9451	951.9765	0.0000	10.0718	11.0507	948.7002	948.7002	947.4029	NaN	948.9252	949.0637	1144.5134	1142.3423	1142.3423	946.9451	946.9451	946.9451	948.7002	951.1939	948.0169	948.7002	946.9451	946.9451	948.7002	NaN	927.5092	948.8337
vid-231	953.9748	958.0404	953.9748	952.2302	952.6840	NaN	952.2302	953.9748	955.1985	955.2281	NaN	952.2302	953.9748	945.3713	953.9105	953.9748	944.9526	954.0618	954.6178	953.2850	953.8743	954.6355	945.3713	952.2302	953.9748	950.7315	952.2302	952.2302	953.3013	955.9724	933.7827	952.6840	952.2302	952.2302	953.8682	955.1980	959.7905	954.5647	952.2302	952.6840	952.2302	1067.9999	1069.3136	1067.9999	953.9748	954.5827	953.1412	952.6840	945.3713	954.4391	NaN	952.6840	NaN	953.2850	954.2002	938.1182	952.8701	NaN	956.8326	954.1030	952.2302	952.2302	954.1349	953.9748	953.4469	954.0454	953.6090	953.9748	952.2302	957.6644	951.3118	954.1131	958.1876	957.3035	1576.9580	1576.9580	945.3713	1578.6921	949.6628	952.6840	952.6840	NaN	1144.3728	1145.2234	1145.2234	NaN	952.6840	952.2297	959.7905	958.4732	949.6628	953.9748	957.6668	952.5466	2.3570	1.0394	0.9580	NaN	955.2336	952.2302	955.4789	952.9232	944.9526	945.3713	957.0554	957.0554	956.8414	952.6840	952.2302	925.7309	947.0445	952.6840	NaN	952.9395	953.3049	952.2302	955.3437	956.0449	952.2302	953.9748	952.2302	1129.1832	1129.1832	1129.1832	945.3713	NaN	953.1031	954.5568	949.6628	930.9932	945.3713	954.2477	953.5678	952.2302	954.9401	955.4370	954.4609	953.9748	958.0434	NaN	956.5742	953.9563	952.9232	953.7383	953.6357	NaN	953.9748	952.2302	1352.5915	1355.5273	1355.5273	1245.2737	1245.2737	1245.2737	1240.2030	1245.2737	870.1728	953.7383	953.9748	956.8916	954.4669	NaN	953.9011	940.2095	NaN	953.9748	NaN	953.9748	949.6628	953.7383	948.3763	1245.2737	954.0454	952.2302	952.2302	953.9748	942.6646	323.6682	323.6682	324.1111	957.3035	1240.2030	1236.2024	1230.3266	1236.2024	945.3713	20.8201	19.8252	20.3748	5.7437	1.6909	20.8201	20.8201	20.3748	5.0608	20.3748	20.3748	954.2144	953.9748	952.2302	NaN	951.9917	957.3035	664.0821	666.4136	664.0821	785.2822	785.2822	952.2302	NaN	953.9748	945.3713	952.7568	954.5827	954.1124	952.7568	953.9086	954.6952	953.7383	953.7383	954.6051	954.8829	953.9748	952.6840	NaN	1145.9458	1145.7569	952.2302	957.3035	10.0718	0.0000	1.0394	953.9748	953.9748	952.6840	NaN	954.2075	954.3372	1147.3730	1145.2234	1145.2234	952.2302	952.2302	952.2302	953.9748	956.4739	953.3191	953.9748	952.2302	952.2302	953.9748	NaN	932.4142	954.1243
vid-232	954.1774	958.2439	954.1774	952.4342	952.8874	NaN	952.4342	954.1774	955.4012	955.4319	NaN	952.4342	954.1774	945.5659	954.1119	954.1774	945.1469	954.2647	954.8208	953.4891	954.0757	954.8352	945.5659	952.4342	954.1774	950.9397	952.4342	952.4342	953.5218	956.1769	933.9833	952.8874	952.4342	952.4342	954.0714	955.4003	959.9906	954.7678	952.4342	952.8874	952.4342	1068.0350	1069.3486	1068.0350	954.1774	954.7856	953.3454	952.8874	945.5659	954.6393	NaN	952.8874	NaN	953.4891	954.4029	938.3056	953.0677	NaN	957.0355	954.3058	952.4342	952.4342	954.3363	954.1774	953.6496	954.2475	953.8122	954.1774	952.4342	957.8634	951.5127	954.3157	958.3911	957.5124	1577.8317	1577.8317	945.5659	1579.5651	949.8587	952.8874	952.8874	NaN	1144.3089	1145.1557	1145.1557	NaN	952.8874	952.4338	959.9906	958.6766	949.8587	954.1774	957.8721	952.7522	2.0932	0.0000	0.1682	NaN	955.4356	952.4342	955.6817	953.1271	945.1469	945.5659	957.2588	957.2588	957.0445	952.8874	952.4342	925.9410	947.2408	952.8874	NaN	953.1434	953.5086	952.4342	955.5460	956.2466	952.4342	954.1774	952.4342	1129.3556	1129.3556	1129.3556	945.5659	NaN	953.3070	954.7572	949.8587	931.1820	945.5659	954.4501	953.7705	952.4342	955.1411	955.6392	954.6643	954.1774	958.2466	NaN	956.7772	954.1576	953.1271	953.9416	953.8390	NaN	954.1774	952.4342	1352.2517	1355.1876	1355.1876	1245.0368	1245.0368	1245.0368	1240.0024	1245.0368	870.3145	953.9416	954.1774	957.0930	954.6673	NaN	954.1054	940.4233	NaN	954.1774	NaN	954.1774	949.8587	953.9416	948.5650	1245.0368	954.2475	952.4342	952.4342	954.1774	942.8782	323.4036	323.4036	323.8475	957.5124	1240.0024	1235.9718	1230.0915	1235.9718	945.5659	19.8291	18.8569	19.3997	4.7442	0.6575	19.8291	19.8291	19.3997	4.5266	19.3997	19.3997	954.4169	954.1774	952.4342	NaN	952.1921	957.5124	664.6159	666.9487	664.6159	785.5626	785.5626	952.4342	NaN	954.1774	945.5659	952.9582	954.7856	954.3148	952.9582	954.1100	954.8981	953.9416	953.9416	954.8103	955.0840	954.1774	952.8874	NaN	1145.8738	1145.6851	952.4342	957.5124	11.0507	1.0394	0.0000	954.1774	954.1774	952.8874	NaN	954.4111	954.5398	1147.3029	1145.1557	1145.1557	952.4342	952.4342	952.4342	954.1774	956.6773	953.5251	954.1774	952.4342	952.4342	954.1774	NaN	932.5736	954.3289
vid-233	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
vid-234	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
